time,latitude,longitude,altitude_ft,groundspeed_kt,heading_deg
23.0,37.61749322103674,-122.37273820785013,13.0,41.46845885775193,126.10711967829069
23.2,37.617470411732114,-122.37269872917194,13.0,41.8306371428911,126.10711123052123
23.4,37.61744740494433,-122.37265890868703,13.0,42.192815640283854,126.10710272517782
23.6,37.61742420067339,-122.37261874639537,13.0,42.554994362419336,126.10709415379371
23.8,37.6174007989193,-122.37257824229698,13.0,42.91717330588006,126.10708548128807
24.0,37.617377199682046,-122.37253739639185,13.0,43.27935247707243,126.10707677088057
24.2,37.61735340296163,-122.37249620867998,13.0,43.64153187335544,126.10706797066834
24.4,37.61732940875807,-122.37245467916136,13.0,44.00371149208726,126.10705909192808
24.6,37.61730521707134,-122.37241280783603,13.0,44.36589133437254,126.1070501584128
24.8,37.61728082790146,-122.37237059470394,13.0,44.72807142253208,126.10704113858645
25.0,37.61725624124843,-122.37232803976512,13.0,45.09025172365822,126.10703204099097
25.2,37.617231457112226,-122.37228514301957,13.0,45.45243227817108,126.107022894654
25.4,37.61720647549288,-122.37224190446727,13.0,45.81461305549949,126.10701365935712
25.6,37.61718129639037,-122.37219832410824,13.0,46.17679408015214,126.10700433893493
25.8,37.6171559198047,-122.37215440194247,13.0,46.53897534496449,126.10699497129215
26.0,37.61713034573588,-122.37211013796997,13.0,46.90115683746373,126.10698552049944
26.2,37.617104574183905,-122.37206553219072,13.0,47.26333859354486,126.10697598766356
26.4,37.61707860514876,-122.37202058460474,13.0,47.625520584827655,126.10696640750203
26.6,37.61705243863047,-122.37197529521202,13.0,47.98770282005411,126.10695673718939
26.8,37.617026074629024,-122.37192966401255,13.0,48.34988532373629,126.1069469837056
27.0,37.616999513144414,-122.37188369100636,13.0,48.712068059218986,126.1069371889189
27.2,37.61697275417665,-122.37183737619344,13.0,49.07425104351826,126.1069272964924
27.4,37.616945797725734,-122.37179071957377,13.0,49.43643430269983,126.10691733220425
27.6,37.61691864379166,-122.37174372114735,13.0,49.79861781368574,126.10690729842055
27.8,37.61689129237442,-122.37169638091422,13.0,50.1608015738368,126.10689722045448
28.0,37.61686374347403,-122.37164869887434,13.0,50.52298560016563,126.10688703419842
28.2,37.616835997090476,-122.37160067502771,13.0,50.8851699036069,126.10687677481442
28.4,37.61680805322377,-122.37155230937435,13.0,51.247354447507846,126.10686646325755
28.6,37.61677991187391,-122.37150360191426,13.0,51.6095392677618,126.1068560659759
28.8,37.616751573040894,-122.37145455264742,13.0,51.97172436095152,126.1068456064586
29.0,37.616723036724714,-122.37140516157386,13.0,52.33390971460378,126.10683508018123
29.2,37.61669430292538,-122.37135542869355,13.0,52.69609535556343,126.10682446062336
29.4,37.61666537164289,-122.37130535400651,13.0,53.05828125544979,126.10681377617914
29.6,37.61663624287724,-122.37125493751273,13.0,53.420467436580644,126.10680302447798
29.8,37.61660691662844,-122.3712041792122,13.0,53.7826539053674,126.1067921906231
30.0,37.61657739289648,-122.37115307910494,13.0,54.14484063872987,126.1067812975681
30.2,37.61654767168136,-122.37110163719095,13.0,54.50702766351296,126.10677032536138
30.4,37.616517752983086,-122.37104985347023,13.0,54.86921495741752,126.1067592891081
30.6,37.61648763680166,-122.37099772794275,13.0,55.231402556336946,126.10674815192847
30.8,37.61645732313707,-122.37094526060855,13.0,55.5935904273682,126.10673697827856
31.0,37.61642681198932,-122.3708924514676,13.0,55.95577860718093,126.10672570681842
31.2,37.61639610335842,-122.37083930051992,13.0,56.317967053819686,126.10671438133798
31.4,37.616365197244356,-122.3707858077655,13.0,56.680155807704026,126.10670297974403
31.6,37.61633409364714,-122.37073197320434,13.0,57.04234485183721,126.10669148978182
31.8,37.61630279256677,-122.37067779683645,13.0,57.40453419263073,126.10667993947136
32.0,37.61627129400324,-122.37062327866181,13.0,57.76672383649,126.10666830930451
32.2,37.61623959795655,-122.37056841868045,13.0,58.128913770944386,126.10665663112196
32.4,37.61620770442671,-122.37051321689233,13.0,58.491104022842165,126.10664485075915
32.6,37.61617561341371,-122.3704576732975,13.0,58.85329455926976,126.10663301020035
32.8,37.61614332491755,-122.37040178789591,13.0,59.21548541612999,126.10662110722102
33.0,37.61611083893823,-122.3703455606876,13.0,59.577676580943866,126.10660911114319
33.2,37.61607815547576,-122.37028899167254,13.0,59.93986805107569,126.1065970621604
33.4,37.61604527453013,-122.37023208085074,13.0,60.30205983745914,126.10658492561886
33.6,37.616012196101345,-122.3701748282222,13.0,60.664251932920635,126.10657272277284
33.8,37.615978920189406,-122.37011723378694,13.0,61.026444334048456,126.10656044199295
34.0,37.615945446794306,-122.37005929754493,13.0,61.38863707672848,126.10654809440716
34.2,37.61591177591605,-122.37000101949619,13.0,61.75083011901037,126.10653567817968
34.4,37.61587790755463,-122.3699423996407,13.0,62.11302348773837,126.10652318877588
34.6,37.61584384171007,-122.36988343797849,13.0,62.47521717948549,126.1065106175025
34.8,37.61580957838234,-122.36982413450953,13.0,62.83741120066894,126.10649797971607
35.0,37.61577511757145,-122.36976448923383,13.0,63.19960554863783,126.10648526776221
35.2,37.61574045927741,-122.3697045021514,13.0,63.56180022075689,126.10647248918082
35.4,37.61570560350022,-122.36964417326223,13.0,63.92399521360571,126.10645963287533
35.6,37.61567055023986,-122.36958350256631,13.0,64.2861905630721,126.10644669956808
35.8,37.61563529949635,-122.36952249006367,13.0,64.64838622720809,126.1064337098283
36.0,37.61559985126968,-122.36946113575429,13.0,65.01058223284885,126.10642063219652
36.2,37.615564205559856,-122.36939943963817,13.0,65.37277857658079,126.10640748781721
36.4,37.615528362366874,-122.36933740171531,13.0,65.73497526481222,126.106394269335
36.6,37.61549232169073,-122.36927502198571,13.0,66.09717229489415,126.10638098159241
36.8,37.615456083531434,-122.36921230044939,13.0,66.45936965436512,126.10636762832424
37.0,37.61541964788898,-122.36914923710631,13.0,66.82156738363554,126.10635418383397
37.2,37.61538301476337,-122.36908583195651,13.0,67.18376543623006,126.10634068235483
37.4,37.6153461841546,-122.36902208499997,13.0,67.54596384804344,126.10632709597287
37.6,37.61530915606268,-122.36895799623669,13.0,67.9081626156479,126.10631344265224
37.8,37.615271930487594,-122.36889356566667,13.0,68.27036173641105,126.10629973162855
38.0,37.615234507429356,-122.36882879328991,13.0,68.63256120768112,126.10628592557514
38.2,37.615196886887965,-122.36876367910641,13.0,68.99476103587365,126.10627204791031
38.4,37.61515906886341,-122.36869822311618,13.0,69.356961217568,126.10625812060304
38.6,37.6151210533557,-122.3686324253192,13.0,69.71916177960135,126.10624410051938
38.8,37.615082840364835,-122.3685662857155,13.0,70.08136268002598,126.10623002050129
39.0,37.615044429890816,-122.36849980430506,13.0,70.44356395472683,126.1062158560873
39.2,37.615005821933636,-122.36843298108788,13.0,70.80576560029064,126.10620162674591
39.4,37.614967016493296,-122.36836581606396,13.0,71.1679676140754,126.10618731894832
39.6,37.6149280135698,-122.3682983092333,13.0,71.53016999343139,126.10617294613326
39.8,37.614888813163155,-122.3682304605959,13.0,71.89237274477694,126.10615849490965
40.0,37.61484941527335,-122.36816227015177,13.0,72.25457586468112,126.10614397986123
40.2,37.61480981990038,-122.36809373790089,13.0,72.61677937999617,126.1061293860816
40.4,37.61477002704426,-122.36802486384329,13.0,72.97898324876442,126.1061147187361
40.6,37.614730036704984,-122.36795564797895,13.0,73.34118750687293,126.10609997839657
40.8,37.61468984888255,-122.36788609030786,13.0,73.70339215091134,126.10608516416826
41.0,37.61464946357695,-122.36781619083004,13.0,74.06559717822702,126.10607029111124
41.2,37.614608880788204,-122.36774594954548,13.0,74.42780258618575,126.1060553290974
41.4,37.6145681005163,-122.3676753664542,13.0,74.79000837136668,126.106040303007
41.6,37.61452712276124,-122.36760444155615,13.0,75.15221456965682,126.10602520055741
41.8,37.61448594752302,-122.36753317485139,13.0,75.51442113458369,126.1060100288136
42.0,37.614444574801645,-122.36746156633988,13.0,75.87662810655668,126.10599478407315
42.2,37.61440300459711,-122.36738961602164,13.0,76.23883547311272,126.10597947173228
42.4,37.61436123690942,-122.36731732389666,13.0,76.60104323160965,126.10596407718266
42.6,37.61431927173857,-122.36724468996493,13.0,76.96325138844743,126.10594860883253
42.8,37.61427710908457,-122.36717171422647,13.0,77.32545995004493,126.10593307699051
43.0,37.6142347489474,-122.36709839668129,13.0,77.68766890392004,126.10591748067485
43.2,37.614192191327085,-122.36702473732934,13.0,78.04987827692582,126.10590179175534
43.4,37.61414943622361,-122.36695073617068,13.0,78.41208803615429,126.1058860395826
43.6,37.61410648363698,-122.36687639320527,13.0,78.77429821749212,126.10587022454693
43.8,37.61406333356719,-122.36680170843313,13.0,79.13650880847928,126.10585432154811
44.0,37.61401998601424,-122.36672668185425,13.0,79.49871980646233,126.10583835281547
44.2,37.61397644097814,-122.36665131346862,13.0,79.86093121785771,126.10582230829642
44.4,37.61393269845888,-122.36657560327626,13.0,80.2231430490734,126.10580619200383
44.6,37.61388875845646,-122.36649955127717,13.0,80.58535528762953,126.1057900129756
44.8,37.61384462097089,-122.36642315747133,13.0,80.94756796038257,126.10577374603088
45.0,37.61380028116549,-122.36634643076667,13.0,81.30670047781634,126.11190016252402
45.2,37.61375574312953,-122.3662693636318,13.0,81.66843802249149,126.11280157404569
45.4,37.61371100758564,-122.36619195473581,13.0,82.03063618103293,126.11278510305861
45.6,37.61366607453384,-122.36611420407867,13.0,82.39283477672103,126.11276854054123
45.8,37.61362094397412,-122.36603611166042,13.0,82.75503377136054,126.11275192117932
46.0,37.61357561590648,-122.36595767748103,13.0,83.11723322048947,126.1127352219703
46.2,37.61353009033091,-122.36587890154051,13.0,83.47943310181691,126.11271845666542
46.4,37.61348436724742,-122.36579978383885,13.0,83.8416334172255,126.11270161379711
46.6,37.61343844665602,-122.36572032437608,13.0,84.2038341444065,126.11268469752146
46.8,37.6133923285567,-122.36564052315217,13.0,84.56603533892172,126.11266770990095
47.0,37.61334601294946,-122.36556038016712,13.0,84.92823695802618,126.11265064888146
47.2,37.61329949983429,-122.36547989542096,13.0,85.29043901874215,126.1126335234965
47.4,37.61325278921121,-122.36539906891366,13.0,85.6526415282548,126.1126163214177
47.6,37.613205881080205,-122.36531790064522,13.0,86.01484448766088,126.11259904192647
47.8,37.61315877544128,-122.36523639061566,13.0,86.37704788450101,126.11258168984217
48.0,37.613111472294435,-122.36515453882497,13.0,86.7392517357763,126.11256427220317
48.2,37.61306397163967,-122.36507234527315,13.0,87.10145603277353,126.11254678374428
48.4,37.61301627347699,-122.36498980996019,13.0,87.46366078798025,126.1125292114137
48.6,37.61296837780638,-122.36490693288611,13.0,87.82586599266462,126.11251157739001
48.8,37.61292028462786,-122.3648237140509,13.0,88.18807165932674,126.11249386139956
49.0,37.61287199394142,-122.36474015345456,13.0,88.55027777923145,126.1124760800259
49.2,37.61282350574705,-122.36465625109709,13.0,88.91248436940162,126.1124582275212
49.4,37.61277482004477,-122.36457200697848,13.0,89.27469141736562,126.11244029421461
49.6,37.612725936834565,-122.36448742109874,13.0,89.6368989242196,126.11242230254113
49.8,37.61267685611644,-122.36440249345789,13.0,89.99910689716135,126.1124042265528
50.0,37.61262757789039,-122.3643172240559,13.0,90.36131534336319,126.11238608121481
50.2,37.612578102156434,-122.36423161289277,13.0,90.72352425941457,126.11236785348201
50.4,37.61252842891455,-122.36414565996851,13.0,91.08573364189536,126.11234957418536
50.6,37.612478558164746,-122.36405936528313,13.0,91.44794350780933,126.1123312079952
50.8,37.61242848990702,-122.36397272883661,13.0,91.81015383939501,126.11231278309533
51.0,37.61237822414137,-122.36388575062897,13.0,92.17236465365298,126.11229426279193
51.2,37.612327760867814,-122.3637984306602,13.0,92.53457593734423,126.11227568546447
51.4,37.612277100086324,-122.36371076893029,13.0,92.89678772105977,126.1122570420886
51.6,37.612226241796925,-122.36362276543925,13.0,93.2589999742147,126.112238304581
51.8,37.6121751859996,-122.36353442018708,13.0,93.62121271603083,126.11221951666951
52.0,37.61212393269435,-122.36344573317379,13.0,93.98342593557683,126.1122006500284
52.2,37.61207248188119,-122.36335670439937,13.0,94.3456396536252,126.11218170037633
52.4,37.61202083356011,-122.3632673338638,13.0,94.70785386675558,126.11216268729264
52.6,37.6119689877311,-122.36317762156712,13.0,95.0700685624859,126.11214360328171
52.8,37.611916944394174,-122.3630875675093,13.0,95.43228376236908,126.11212444471879
53.0,37.61186470354934,-122.36299717169035,13.0,95.7944994395653,126.11210521356236
53.2,37.61181226519657,-122.36290643411027,13.0,96.15671563825303,126.11208590954314
53.4,37.611759629335886,-122.36281535476907,13.0,96.51893231802865,126.11206653128903
53.6,37.61170679596728,-122.36272393366673,13.0,96.88114951399861,126.11204708512021
53.8,37.61165376509076,-122.36263217080325,13.0,97.24336720917893,126.11202755557794
54.0,37.61160053670631,-122.36254006617865,13.0,97.60558540466097,126.11200796981485
54.2,37.611547110813945,-122.36244761979293,13.0,97.96780410764023,126.11198830559381
54.4,37.61149348741366,-122.36235483164607,13.0,98.33002332530188,126.11196856527638
54.6,37.61143966650546,-122.36226170173808,13.0,98.69224305421493,126.11194875467844
54.8,37.61138564808933,-122.36216823006896,13.0,99.05446329549842,126.11192887310598
55.0,37.61133143216529,-122.3620744166387,13.0,99.41668405257485,126.11190891387939
55.2,37.611277018733325,-122.36198026144733,13.0,99.77890531673124,126.11188888688564
55.4,37.61122240779344,-122.36188576449482,13.0,100.14112711403288,126.11186878545871
55.6,37.611167599345634,-122.36179092578118,13.0,100.5033494221683,126.11184861937946
55.8,37.61111259338991,-122.3616957453064,13.0,100.86557225816557,126.11182836779967
56.0,37.611057389926266,-122.36160022307051,13.0,101.22779561328666,126.11180805469479
56.2,37.611001988954705,-122.36150435907348,13.0,101.59001950003046,126.11178766246411
56.4,37.61094639047522,-122.36140815331531,13.0,101.95224391950195,126.11176719833054
56.6,37.61089059448781,-122.36131160579602,13.0,102.31446885921805,126.11174666474955
56.8,37.61083460099249,-122.3612147165156,13.0,102.67669432637832,126.11172606078829
57.0,37.610778409989244,-122.36111748547404,13.0,103.03892035155943,126.11170537381929
57.2,37.61072202147808,-122.36101991267137,13.0,103.40114687845916,126.11168462997523
57.4,37.610665435459,-122.36092199810756,13.0,103.76337396715495,126.11166380009742
57.6,37.61060865193199,-122.36082374178261,13.0,104.12560159533469,126.11164291208382
57.8,37.61055167089707,-122.36072514369653,13.0,104.48782976036946,126.1116219322869
58.0,37.61049449235422,-122.36062620384934,13.0,104.85005845352046,126.11160089909363
58.2,37.61043711630346,-122.360526922241,13.0,105.2122877167735,126.11157978068651
58.4,37.610379542744774,-122.36042729887153,13.0,105.57451751191806,126.11155859514786
58.6,37.610321771678166,-122.36032733374094,13.0,105.93674785595688,126.11153734367927
58.8,37.61026380310364,-122.36022702684922,13.0,106.2989787560902,126.11151600588586
59.0,37.610205637021195,-122.36012637819636,13.0,106.66121021340764,126.11149460067858
59.2,37.61014727343083,-122.36002538778237,13.0,107.02344221092223,126.11147312589955
59.4,37.61008871233255,-122.35992405560725,13.0,107.38567477922523,126.1114515768324
59.6,37.61002995372634,-122.35982238167101,13.0,107.74790789600375,126.1114299596459
59.8,37.609970997612216,-122.35972036597364,13.0,108.1101415684583,126.11140826608234
60.0,37.609911843990176,-122.35961800851513,13.0,108.47237582263907,126.11138649740802
60.2,37.609852492860206,-122.35951530929549,13.0,108.83461063017533,126.11136466582602
60.4,37.60979294422232,-122.35941226831473,13.0,109.19684599450419,126.11134274914737
60.6,37.60973319807652,-122.35930888557283,13.0,109.55908193637626,126.11132076698448
60.8,37.609673254422795,-122.35920516106981,13.0,109.92131844255688,126.1112987122701
61.0,37.60961311326115,-122.35910109480565,13.0,110.28355553004465,126.11127658909743
61.2,37.609552774591585,-122.35899668678036,13.0,110.64579318637858,126.11125438244773
61.4,37.6094922384141,-122.35889193699394,13.0,111.0080314126631,126.11123211476365
61.6,37.6094315047287,-122.35878684544639,13.0,111.37027022137485,126.1112097685568
61.8,37.60937057353537,-122.35868141213771,13.0,111.73250960380496,126.11118735124123
62.0,37.609309444834125,-122.35857563706791,13.0,112.09474956712276,126.11116486623693
62.2,37.60924811862496,-122.35846952023697,13.0,112.45699012835448,126.11114229911843
62.4,37.609186594907875,-122.3583630616449,13.0,112.81923125911726,126.11111966454605
62.6,37.609124873682866,-122.3582562612917,13.0,113.18147297641336,126.11109696505352
62.8,37.60906295494994,-122.35814911917737,13.0,113.5437152874441,126.11107418013636
63.0,37.6090008387091,-122.35804163530192,13.0,113.90595817894277,126.11105133249804
63.2,37.60893852496034,-122.35793380966533,13.0,114.26820167698713,126.11102840371736
63.4,37.60887601356827,-122.35782564251697,13.0,114.63035951576315,126.11112738302081
63.6,37.60881329694384,-122.35771714783571,13.0,114.98768387044528,126.11804162263147
63.8,37.60875038278674,-122.35760831143892,13.0,115.34991337864658,126.11801848071549
64.0,37.60868727109696,-122.35749913332661,13.0,115.71214347214048,126.11799526073132
64.2,37.60862396187451,-122.35738961349877,13.0,116.07437418153022,126.11797197484107
64.4,37.608560455119374,-122.35727975195539,13.0,116.43660549433856,126.11794860738493
64.6,37.60849675083157,-122.35716954869648,13.0,116.79883740792907,126.11792517206977
64.8,37.60843284901109,-122.35705900372204,13.0,117.16106992338293,126.11790166964548
65.0,37.608368749657934,-122.35694811703206,13.0,117.52330306303865,126.1178780828061
65.2,37.6083044527721,-122.35683688862656,13.0,117.88553679850911,126.11785443640186
65.4,37.60823995835359,-122.35672531850553,13.0,118.2477711566344,126.11783071047265
65.6,37.60817526640241,-122.35661340666896,13.0,118.61000612494973,126.11780691123136
65.8,37.60811037691856,-122.35650115311685,13.0,118.9722417098378,126.1177830386869
66.0,37.60804528990202,-122.35638855784923,13.0,119.3344779124298,126.11775910429046
66.2,37.607980005352815,-122.35627562086606,13.0,119.69671474597838,126.11773508834428
66.4,37.607914523270935,-122.35616234216737,13.0,120.05895218210424,126.1177109993215
66.6,37.60784884365638,-122.35604872175314,13.0,120.42119025670895,126.11768684152467
66.8,37.60778296650914,-122.35593475962338,13.0,120.7834289572936,126.1176626077864
67.0,37.60771689182923,-122.3558204557781,13.0,121.14566827593687,126.11763830809714
67.2,37.60765061961665,-122.35570581021727,13.0,121.5079082349442,126.11761392570814
67.4,37.607584149871386,-122.35559082294093,13.0,121.8701488195151,126.11758948464198
67.6,37.60751748259345,-122.35547549394904,13.0,122.23239003839319,126.11756495777206
67.8,37.60745061778284,-122.35535982324163,13.0,122.59463189718451,126.1175403693331
